Image dimensions: 28 x 28
Loaded 10000 images
Model created with 2 layers
Layer 0: 784 inputs, 8 neurons
Image 531: Predicted digit = 0, Confidence = 0.9999
Image 532: Predicted digit = 0, Confidence = 1.0000
Image 533: Predicted digit = 0, Confidence = 0.9992
Image 534: Predicted digit = 0, Confidence = 0.9999
Image 535: Predicted digit = 0, Confidence = 0.9934
Image 536: Predicted digit = 0, Confidence = 0.9997
Image 537: Predicted digit = 0, Confidence = 0.9984
Image 538: Predicted digit = 2, Confidence = 0.1052
Image 539: Predicted digit = 0, Confidence = 1.0000
Image 540: Predicted digit = 0, Confidence = 0.9895
Image 541: Predicted digit = 0, Confidence = 0.9827
Image 542: Predicted digit = 0, Confidence = 0.9986
Image 543: Predicted digit = 0, Confidence = 0.3329
Image 544: Predicted digit = 0, Confidence = 0.9945
Image 545: Predicted digit = 0, Confidence = 0.9816
Image 546: Predicted digit = 0, Confidence = 1.0000
Image 547: Predicted digit = 0, Confidence = 0.5694
Image 548: Predicted digit = 0, Confidence = 0.9928
Image 549: Predicted digit = 0, Confidence = 0.9980
Image 550: Predicted digit = 0, Confidence = 0.9997
Image 551: Predicted digit = 0, Confidence = 1.0000
Image 552: Predicted digit = 0, Confidence = 1.0000
Image 553: Predicted digit = 0, Confidence = 1.0000
Image 554: Predicted digit = 0, Confidence = 0.9995
Image 555: Predicted digit = 0, Confidence = 0.9141
Image 556: Predicted digit = 0, Confidence = 0.9981
Image 557: Predicted digit = 0, Confidence = 1.0000
Image 558: Predicted digit = 0, Confidence = 0.9996
Image 559: Predicted digit = 0, Confidence = 0.9979
Image 560: Predicted digit = 0, Confidence = 0.9964
Image 561: Predicted digit = 0, Confidence = 0.9908
Image 562: Predicted digit = 0, Confidence = 0.9986
Image 563: Predicted digit = 0, Confidence = 1.0000
Image 564: Predicted digit = 0, Confidence = 1.0000
Image 565: Predicted digit = 0, Confidence = 0.9999
Image 566: Predicted digit = 0, Confidence = 0.3810
Image 567: Predicted digit = 0, Confidence = 0.9996
Image 568: Predicted digit = 0, Confidence = 0.9975
Image 569: Predicted digit = 0, Confidence = 0.9925
Image 570: Predicted digit = 0, Confidence = 0.7023
Image 571: Predicted digit = 0, Confidence = 1.0000
Image 572: Predicted digit = 0, Confidence = 1.0000
Image 573: Predicted digit = 0, Confidence = 1.0000
Image 574: Predicted digit = 0, Confidence = 0.9965
Image 575: Predicted digit = 0, Confidence = 1.0000
Image 576: Predicted digit = 0, Confidence = 1.0000
Image 577: Predicted digit = 0, Confidence = 0.9012
Image 578: Predicted digit = 0, Confidence = 0.9676
Image 579: Predicted digit = 0, Confidence = 1.0000
Image 580: Predicted digit = 0, Confidence = 1.0000
Image 581: Predicted digit = 0, Confidence = 0.9962
Image 582: Predicted digit = 0, Confidence = 0.7771
Image 583: Predicted digit = 0, Confidence = 0.9306
Image 584: Predicted digit = 0, Confidence = 1.0000
Image 585: Predicted digit = 0, Confidence = 0.9979
Image 586: Predicted digit = 0, Confidence = 0.9970
Image 587: Predicted digit = 0, Confidence = 0.9999
Image 588: Predicted digit = 0, Confidence = 0.9990
Image 589: Predicted digit = 0, Confidence = 0.9897
Image 590: Predicted digit = 0, Confidence = 1.0000
Image 591: Predicted digit = 0, Confidence = 0.9994
Image 592: Predicted digit = 0, Confidence = 1.0000
Image 593: Predicted digit = 0, Confidence = 0.9996
Image 594: Predicted digit = 0, Confidence = 0.9564
Image 595: Predicted digit = 0, Confidence = 1.0000
Image 596: Predicted digit = 0, Confidence = 0.9382
Image 597: Predicted digit = 0, Confidence = 1.0000
Image 598: Predicted digit = 0, Confidence = 1.0000
Image 599: Predicted digit = 0, Confidence = 0.9988
Image 600: Predicted digit = 0, Confidence = 0.9985
Image 601: Predicted digit = 0, Confidence = 0.9997
Image 602: Predicted digit = 0, Confidence = 0.9741
Image 603: Predicted digit = 0, Confidence = 1.0000
Image 604: Predicted digit = 0, Confidence = 0.9943
Image 605: Predicted digit = 0, Confidence = 0.9999
Image 606: Predicted digit = 0, Confidence = 0.9961
Image 607: Predicted digit = 0, Confidence = 0.9823
Image 608: Predicted digit = 0, Confidence = 0.9988
Image 609: Predicted digit = 0, Confidence = 0.9997
Image 610: Predicted digit = 0, Confidence = 0.9998
Image 611: Predicted digit = 0, Confidence = 1.0000
Image 612: Predicted digit = 0, Confidence = 0.9967
Image 613: Predicted digit = 0, Confidence = 0.9987
Image 614: Predicted digit = 0, Confidence = 0.9076
Image 615: Predicted digit = 0, Confidence = 0.4083
Image 616: Predicted digit = 0, Confidence = 0.9930
Image 617: Predicted digit = 0, Confidence = 0.9305
Image 618: Predicted digit = 0, Confidence = 0.2775
Image 619: Predicted digit = 0, Confidence = 1.0000
Image 620: Predicted digit = 0, Confidence = 0.9986
Image 621: Predicted digit = 0, Confidence = 1.0000
Image 622: Predicted digit = 0, Confidence = 0.9684
Image 623: Predicted digit = 0, Confidence = 1.0000
Image 624: Predicted digit = 0, Confidence = 0.9994
Image 625: Predicted digit = 0, Confidence = 1.0000
Image 626: Predicted digit = 0, Confidence = 0.9821
Image 627: Predicted digit = 0, Confidence = 1.0000
Image 628: Predicted digit = 0, Confidence = 0.9417
Image 629: Predicted digit = 0, Confidence = 0.9976
Image 630: Predicted digit = 0, Confidence = 0.9508
Image 631: Predicted digit = 0, Confidence = 0.1421
Image 632: Predicted digit = 0, Confidence = 0.8991
Image 633: Predicted digit = 0, Confidence = 1.0000
Image 634: Predicted digit = 0, Confidence = 0.9442
Image 635: Predicted digit = 0, Confidence = 0.9642
Image 636: Predicted digit = 0, Confidence = 0.9978
Image 637: Predicted digit = 0, Confidence = 0.9999
Image 638: Predicted digit = 0, Confidence = 1.0000
Image 639: Predicted digit = 0, Confidence = 1.0000
Image 640: Predicted digit = 0, Confidence = 1.0000
Image 641: Predicted digit = 0, Confidence = 0.9721
Image 642: Predicted digit = 0, Confidence = 1.0000
Image 643: Predicted digit = 0, Confidence = 1.0000
Image 644: Predicted digit = 0, Confidence = 0.9996
Image 645: Predicted digit = 0, Confidence = 0.8687
Image 646: Predicted digit = 0, Confidence = 1.0000
Image 647: Predicted digit = 0, Confidence = 1.0000
Image 648: Predicted digit = 0, Confidence = 1.0000
Image 649: Predicted digit = 0, Confidence = 0.9898
Image 650: Predicted digit = 0, Confidence = 0.4825
Image 651: Predicted digit = 0, Confidence = 1.0000
Image 652: Predicted digit = 0, Confidence = 0.9999
Image 653: Predicted digit = 0, Confidence = 1.0000
Image 654: Predicted digit = 0, Confidence = 1.0000
Image 655: Predicted digit = 0, Confidence = 0.9979
Image 656: Predicted digit = 0, Confidence = 1.0000
Image 657: Predicted digit = 0, Confidence = 1.0000
Image 658: Predicted digit = 0, Confidence = 0.9998
Image 659: Predicted digit = 0, Confidence = 1.0000
Image 660: Predicted digit = 0, Confidence = 0.9198
Image 661: Predicted digit = 0, Confidence = 0.9954
Image 662: Predicted digit = 0, Confidence = 0.9802
Image 663: Predicted digit = 0, Confidence = 1.0000
Image 664: Predicted digit = 0, Confidence = 0.9800
Image 665: Predicted digit = 0, Confidence = 0.9999
Image 666: Predicted digit = 0, Confidence = 0.9664
Image 667: Predicted digit = 0, Confidence = 0.7286
Image 668: Predicted digit = 0, Confidence = 1.0000
Image 669: Predicted digit = 0, Confidence = 0.9367
Image 670: Predicted digit = 0, Confidence = 0.9984
Image 671: Predicted digit = 0, Confidence = 0.9988
Image 672: Predicted digit = 0, Confidence = 0.9974
Image 673: Predicted digit = 0, Confidence = 0.9985
Image 674: Predicted digit = 0, Confidence = 0.8048
Image 675: Predicted digit = 0, Confidence = 0.9999
Image 676: Predicted digit = 0, Confidence = 0.9356
Image 677: Predicted digit = 0, Confidence = 1.0000
Image 678: Predicted digit = 0, Confidence = 1.0000
Image 679: Predicted digit = 0, Confidence = 0.8397
Image 680: Predicted digit = 0, Confidence = 1.0000
Image 681: Predicted digit = 0, Confidence = 0.9977
Image 682: Predicted digit = 0, Confidence = 1.0000
Image 683: Predicted digit = 0, Confidence = 0.9997
Image 684: Predicted digit = 0, Confidence = 0.9999
Image 685: Predicted digit = 0, Confidence = 0.9997
Image 686: Predicted digit = 6, Confidence = 0.1159
Image 687: Predicted digit = 0, Confidence = 0.9511
Image 688: Predicted digit = 0, Confidence = 0.9974
Image 689: Predicted digit = 0, Confidence = 0.9995
Image 690: Predicted digit = 0, Confidence = 0.8471
Image 691: Predicted digit = 0, Confidence = 1.0000
Image 692: Predicted digit = 0, Confidence = 0.9999
Image 693: Predicted digit = 0, Confidence = 1.0000
Image 694: Predicted digit = 0, Confidence = 0.9666
Image 695: Predicted digit = 0, Confidence = 0.9972
Image 696: Predicted digit = 0, Confidence = 0.9994
Image 697: Predicted digit = 0, Confidence = 0.9893
Image 698: Predicted digit = 0, Confidence = 0.3819
Image 699: Predicted digit = 0, Confidence = 1.0000
Image 700: Predicted digit = 0, Confidence = 1.0000
Image 701: Predicted digit = 0, Confidence = 1.0000
Image 702: Predicted digit = 0, Confidence = 0.9999
Image 703: Predicted digit = 0, Confidence = 0.9999
Image 704: Predicted digit = 0, Confidence = 0.9824
Image 705: Predicted digit = 0, Confidence = 0.9587
Image 706: Predicted digit = 0, Confidence = 0.9935
Image 707: Predicted digit = 0, Confidence = 1.0000
Image 708: Predicted digit = 0, Confidence = 0.9952
Image 709: Predicted digit = 0, Confidence = 0.9995
Image 710: Predicted digit = 0, Confidence = 1.0000
Image 711: Predicted digit = 0, Confidence = 0.9743
Image 712: Predicted digit = 0, Confidence = 1.0000
Image 713: Predicted digit = 0, Confidence = 0.9999
Image 714: Predicted digit = 0, Confidence = 0.9994
Image 715: Predicted digit = 0, Confidence = 0.8164
Image 716: Predicted digit = 0, Confidence = 0.9959
Image 717: Predicted digit = 0, Confidence = 0.9999
Image 718: Predicted digit = 0, Confidence = 1.0000
Image 719: Predicted digit = 0, Confidence = 0.9835
Image 720: Predicted digit = 0, Confidence = 0.9974
Image 721: Predicted digit = 0, Confidence = 0.6958
Image 722: Predicted digit = 6, Confidence = 0.1309
Image 723: Predicted digit = 0, Confidence = 0.9997
Image 724: Predicted digit = 0, Confidence = 0.9999
Image 725: Predicted digit = 0, Confidence = 0.9942
Image 726: Predicted digit = 0, Confidence = 0.9940
Image 727: Predicted digit = 0, Confidence = 0.9520
Image 728: Predicted digit = 0, Confidence = 0.9110
Image 729: Predicted digit = 0, Confidence = 0.9982
Image 730: Predicted digit = 0, Confidence = 1.0000
Image 731: Predicted digit = 0, Confidence = 0.8646
Image 732: Predicted digit = 0, Confidence = 0.9378
Image 733: Predicted digit = 0, Confidence = 0.7068
Image 734: Predicted digit = 0, Confidence = 0.9997
Image 735: Predicted digit = 0, Confidence = 1.0000
Image 736: Predicted digit = 0, Confidence = 0.9999
Image 737: Predicted digit = 0, Confidence = 0.9882
Image 738: Predicted digit = 0, Confidence = 0.9874
Image 739: Predicted digit = 2, Confidence = 0.1166
Image 740: Predicted digit = 0, Confidence = 1.0000
Image 741: Predicted digit = 0, Confidence = 0.9800
Image 742: Predicted digit = 0, Confidence = 0.9999
Image 743: Predicted digit = 0, Confidence = 0.9844
Image 744: Predicted digit = 0, Confidence = 0.9998
Image 745: Predicted digit = 0, Confidence = 0.9999
Image 746: Predicted digit = 0, Confidence = 1.0000
Image 747: Predicted digit = 0, Confidence = 0.9920
Image 748: Predicted digit = 0, Confidence = 0.9936
Image 749: Predicted digit = 0, Confidence = 0.9982
Image 750: Predicted digit = 0, Confidence = 1.0000
Image 751: Predicted digit = 0, Confidence = 0.9998
Image 752: Predicted digit = 0, Confidence = 0.9999
Image 753: Predicted digit = 0, Confidence = 0.9110
Image 754: Predicted digit = 0, Confidence = 0.9961
Image 755: Predicted digit = 0, Confidence = 0.9996
Image 756: Predicted digit = 0, Confidence = 0.9687
Image 757: Predicted digit = 0, Confidence = 0.9944
Image 758: Predicted digit = 0, Confidence = 0.9916
Image 759: Predicted digit = 0, Confidence = 0.9971
Image 760: Predicted digit = 0, Confidence = 0.9984
Image 761: Predicted digit = 0, Confidence = 0.9636
Image 762: Predicted digit = 0, Confidence = 1.0000
Image 763: Predicted digit = 0, Confidence = 0.9192
Image 764: Predicted digit = 0, Confidence = 0.9572
Image 765: Predicted digit = 0, Confidence = 0.9996
Image 766: Predicted digit = 0, Confidence = 0.9998
Image 767: Predicted digit = 0, Confidence = 0.9990
Image 768: Predicted digit = 0, Confidence = 0.9998
Image 769: Predicted digit = 0, Confidence = 0.7316
Image 770: Predicted digit = 0, Confidence = 0.8530
Image 771: Predicted digit = 0, Confidence = 1.0000
Image 772: Predicted digit = 0, Confidence = 1.0000
Image 773: Predicted digit = 0, Confidence = 0.9999
Image 774: Predicted digit = 0, Confidence = 0.9970
Image 775: Predicted digit = 0, Confidence = 0.9782
Image 776: Predicted digit = 0, Confidence = 0.9999
Image 777: Predicted digit = 0, Confidence = 1.0000
Image 778: Predicted digit = 0, Confidence = 0.9993
Image 779: Predicted digit = 0, Confidence = 0.9998
Image 780: Predicted digit = 0, Confidence = 1.0000
Image 781: Predicted digit = 0, Confidence = 0.9999
Image 782: Predicted digit = 0, Confidence = 0.9984
Image 783: Predicted digit = 0, Confidence = 0.9990
Image 784: Predicted digit = 0, Confidence = 0.9346
Image 785: Predicted digit = 0, Confidence = 0.9941
Image 786: Predicted digit = 0, Confidence = 1.0000
Image 787: Predicted digit = 0, Confidence = 0.9933
Image 788: Predicted digit = 0, Confidence = 0.9986
Image 789: Predicted digit = 0, Confidence = 0.9911
Image 790: Predicted digit = 0, Confidence = 0.9999
Image 791: Predicted digit = 0, Confidence = 0.4119
Image 792: Predicted digit = 0, Confidence = 0.9954
Image 793: Predicted digit = 0, Confidence = 0.9949
Image 794: Predicted digit = 0, Confidence = 0.4815
Image 795: Predicted digit = 0, Confidence = 0.9882
Image 796: Predicted digit = 0, Confidence = 1.0000
Image 797: Predicted digit = 0, Confidence = 0.3204
Image 798: Predicted digit = 0, Confidence = 1.0000
Image 799: Predicted digit = 0, Confidence = 1.0000
Image 800: Predicted digit = 0, Confidence = 1.0000
Image 801: Predicted digit = 0, Confidence = 1.0000
Image 802: Predicted digit = 0, Confidence = 0.9875
Image 803: Predicted digit = 0, Confidence = 0.9979
Image 804: Predicted digit = 0, Confidence = 0.9988
Image 805: Predicted digit = 0, Confidence = 1.0000
Image 806: Predicted digit = 0, Confidence = 0.9993
Image 807: Predicted digit = 0, Confidence = 1.0000
Image 808: Predicted digit = 0, Confidence = 1.0000
Image 809: Predicted digit = 0, Confidence = 0.9441
Image 810: Predicted digit = 0, Confidence = 0.8799
Image 811: Predicted digit = 0, Confidence = 0.9845
Image 812: Predicted digit = 0, Confidence = 0.9883
Image 813: Predicted digit = 0, Confidence = 1.0000
Image 814: Predicted digit = 0, Confidence = 0.9351
Image 815: Predicted digit = 0, Confidence = 1.0000
Image 816: Predicted digit = 0, Confidence = 1.0000
Image 817: Predicted digit = 0, Confidence = 1.0000
Image 818: Predicted digit = 0, Confidence = 0.9994
Image 819: Predicted digit = 0, Confidence = 1.0000
Image 820: Predicted digit = 0, Confidence = 0.9995
Image 821: Predicted digit = 0, Confidence = 0.9999
Image 822: Predicted digit = 0, Confidence = 0.9999
Image 823: Predicted digit = 0, Confidence = 0.9960
Image 824: Predicted digit = 0, Confidence = 0.9996
Image 825: Predicted digit = 0, Confidence = 0.9995
Image 826: Predicted digit = 0, Confidence = 0.9999
Image 827: Predicted digit = 0, Confidence = 0.9962
Image 828: Predicted digit = 0, Confidence = 1.0000
Image 829: Predicted digit = 0, Confidence = 1.0000
Image 830: Predicted digit = 0, Confidence = 0.9380
Image 831: Predicted digit = 0, Confidence = 0.9996
Image 832: Predicted digit = 0, Confidence = 0.4911
Image 833: Predicted digit = 0, Confidence = 0.9979
Image 834: Predicted digit = 0, Confidence = 1.0000
Image 835: Predicted digit = 0, Confidence = 0.9954
Image 836: Predicted digit = 0, Confidence = 0.9998
Image 837: Predicted digit = 0, Confidence = 0.9606
Image 838: Predicted digit = 0, Confidence = 0.6452
Image 839: Predicted digit = 0, Confidence = 0.9998
Image 840: Predicted digit = 0, Confidence = 1.0000
Image 841: Predicted digit = 0, Confidence = 1.0000
Image 842: Predicted digit = 0, Confidence = 0.9992
Image 843: Predicted digit = 0, Confidence = 0.4767
Image 844: Predicted digit = 0, Confidence = 0.3507
Image 845: Predicted digit = 0, Confidence = 1.0000
Image 846: Predicted digit = 0, Confidence = 0.8984
Image 847: Predicted digit = 0, Confidence = 1.0000
Image 848: Predicted digit = 0, Confidence = 0.9993
Image 849: Predicted digit = 0, Confidence = 0.7828
Image 850: Predicted digit = 0, Confidence = 1.0000
Image 851: Predicted digit = 0, Confidence = 1.0000
Image 852: Predicted digit = 0, Confidence = 0.1586
Image 853: Predicted digit = 0, Confidence = 1.0000
Image 854: Predicted digit = 0, Confidence = 1.0000
Image 855: Predicted digit = 0, Confidence = 0.9951
Image 856: Predicted digit = 0, Confidence = 1.0000
Image 857: Predicted digit = 0, Confidence = 0.9999
Image 858: Predicted digit = 0, Confidence = 0.9967
Image 859: Predicted digit = 0, Confidence = 0.9306
Image 860: Predicted digit = 0, Confidence = 1.0000
Image 861: Predicted digit = 0, Confidence = 1.0000
Image 862: Predicted digit = 0, Confidence = 0.9934
Image 863: Predicted digit = 0, Confidence = 0.9986
